,No,Tweet,Comment,Domain,Label
193,194,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,vonis sudah baca 5tahun tahan tapiiiiiii jalan masa 2bulan hotel hotel ya sisa masa tahan bebas syarat arti jd tahan kota buat lapor bebas deh keliar pasuruan februari 2022 nanti cari cewe buat perkosa lagi ini baru hukum yg adilhahahaha,Social,Pro Sarcasm
194,195,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,yang salah alm novia arti mental bully baca diarynya di quora dan banyak plaform lain alm novia mumi obat perkosa hamil janji akan tanggung jawab saat bawa ke rumah ortu randy ia cekok 3x hingga tel 4 pil aborsi she begged for her lifeemoji,Social,Pro
195,196,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,tau gak koh rilis media hari iniwakapolda bilang mereka pacar happy2 aja emoji,Social,Uncorrelated
196,197,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,tdi pagi aku ngomel ke tmn kmpus ku grgr dia buat sw aku prnah posisi itu tapi ga sampe mikir pendek buat bundir heloo mba novi posisi korban perkosa leceh seksual lah lo kan emng sama sama ken zina dan udh sering mngknya hamidun ajg bgt sebel gue,Social,Pro
197,198,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,aborsi pertama maret 2020 aborsi dua agustus 2021 arti udah 2 kali dlm kurun waktu 1 tahun lebih wajar polisi sulit identifikasi kalau itu perkosa kalau perkosa biasa korban trauma dan lari belum lg tkp hubung suami istri di kosan dan inap,Social,Contra
198,199,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,enak ye dapet jabat bisa nghamilin anak orang gilir hamil malah suruh aborsi jabat mu tugas ayom masyarakat ayom satu wanita saja gak sanggup jiah lemah ye bang,Social,Pro
199,200,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,benarmenjaga dan lindung satu perempuan saja tidak bisa lah kok mau ayom masyarakat kek gin mau duit doang sih tanggung jawab nol besar,Social,Pro
200,201,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,rest in peace utk hati nurani dan pikir nalar,Social,Uncorrelated
201,202,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,kenapa laku harus di lindung bahkan korban sendiri lapor tidak ada sedikit pun di respon pihak wajib apa orang dalem penting itu jika pihak wajib selalu lindung oknum oknum seperti ini mau jadi apa negara kita bukankah perempuan harus dilingdungi,Social,Pro
202,203,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,bagi yang profesi dengan laku kalo mau meperbaiki citra dan nama baik argumen simpen dulu empati kepada korban jauh lebih butuh,Social,Pro
203,204,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,yang salahin korban moga apa yg telah kamu utara jgn sampai timpa hal yg sama dengan beliau tuduh mu yg salah korban jika tidak benar maka karma akan timpa mu,Social,Pro
204,205,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,bahkan kita ga tau kata2 apa yg telah ia terima lama masa sulit dr orang2 jahat itu sudah trauma fisik mental dan verbal dari mereka emoji,Social,Neutral
205,206,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,dari hal ini aku ajar bagai perempuan untuk lebih berhatihati lagi dengan yg nama cinta moga kita yang saling cinta pasang kita beri akal sehat untuk tidak laku hal yg luar nalar kita,Social,Uncorrelated
206,207,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,miris ya ortu nya malah bain anak seakan2 bilang ayo nak ewe yg banyak kamu kan polisi bapak dprd jd aman skuy,Social,Uncorrelated
207,208,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,kalau turut sih dia hamil antara perkosa atau sama mau allahualam yg penting ngapain maksa gugurin we itu darah daging sedang si korban udah neng ngerasain gera si janin itu tindak kriminal masa iya polisi gak mikir ituemoji,Social,Pro
208,209,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,yg nyalahin korban arti gak punya hati dah gitu aja klw msh punya nurani gak bakal sanggup nyalahin orng yg jelas kena mental parah ituemoji,Social,Pro
209,210,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,dan yg paling sayat adalah banyak juga wanita yg ikut jadi hakim bagi si korban and at that moment i realized that woman support woman just a mirage,Social,Pro
210,211,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,emang mulut netisen suci ini ga bawa faedah tapi bawa petaka mulu orang udah ga ada masih sempet judge kalau ada yang dosa bukan doa supaya yg dosa ampun malah doain azab nanti kalau di azab komunal yang disalahin yang dosa padahal mereka yang minta emoji,Social,Pro
211,212,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,di posisi spt itu masih punya nalar nyalahin korban ckckckck isi kepala patut di tanya isi otak atau basreng,Social,Pro Sarcasm
212,213,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,ya tiap mental manusia beda tolong manusia kan manusia yang lainyajangan aku suci dan paling benar kalian tidak tau apa yg sudah ia lewat sampai ujung bunuh diri,Social,Pro
213,214,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,untuk yang bela si laku gila kalian bilang unsur mau sama mau dll kita tidak akan pernah bisa erti apa yang korban rasa sampai kita rasa sendiri tolong bijak tidak ada benar bagi laku untuk hal ini yang lahir adab tdk pantas leceh,Social,Pro
214,215,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,aku pikir semua emang gabisa sama rata mau sama mau dr pengalama saya hadap teman saya laki laki yg sudah hubung sex dengan kasih ia justru kadang sikap enak sendiri bisa tinggal bisa buat apa yg dia mauapalagi sudah pernah hubung,Social,Neutral
215,216,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,pernahh ga sih orang yg jahat bgt sama wanita itu mikir kalo mereka juga lahir dri orang wanita dan bahkan yg srg jahat ke wanita itu orang dekat sendiri atau pun orang yg mesti tegak hukum tapi malah dia yg langgar hukum makin hari hukum bukan lagi yang,Social,Pro
216,217,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,sya aku nw punya berani untuk speakup apa yg alam meski di socmed krn pasti ada yg warning dia buat silent karena itu umbar aib tapi dari kasus nw ini kita banyak ajar speak up itu penting meski dia di diskriminasi atau marginal khusnul khatimah yaemoji,Social,Uncorrelated
217,218,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,stigma yang masih ada pada masyarakat kita korban masih selalu salah padahal laku dan tindak laku yang salah,Social,Pro
218,219,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,bener kak kasihan sama korban memang tindak bunuh diri itu gak bener tapi apa jadi kalau misal kurang dukung dari orang lain apalagi itu laku polisi bisa aja tuh laku laku bagai cara biar bebas dari hukum,Social,Pro
219,220,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,nah gua mikirnya jg gtupasti ada yg nething dg alas perkosa berkali2 kok mau emang gila pangkat bla bla bla gue saranin otak lu bawa ke psikolog sbelum jiwa psikopat lu babi buta,Social,Pro
220,221,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,yang lebih dosa dari si laku leceh adalah orang yang lindung sangka pelecehana sama biadab keluarga harus di pakein baju oren emaknya si laku juga,Social,Neutral
221,222,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,gue ngblock kaka kandung gue pun grgr kaka gue enak jidat bilg smsm doyan dan malah nghakimi sikorban wah kaka gue sick saking emosi sampe gasempet ss lgs auto aku block dia asli gue baca sampe gemeter ada perempuan kyk kk gue gt yaemoji,Social,Pro
222,223,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,masih ada yg bain seriusin ga abis ting ting,Social,Pro Sarcasm
223,224,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,tau dari mana sih cerita orang kaya 11 udah pasti 2 kan bisa 11,Social,Uncorrelated
224,225,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,terus mesti bilang wow gitu bang,Social,Uncorrelated
225,226,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,yg nyalahin korban lu mending out dari indo lu buat negri sendiri,Social,Pro
226,227,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,dan polri masih sebal dengan tagar percuma lapor polisi,Social,Uncorrelated
227,228,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,kalo ngomong siap siap sok keras tapi gak berani tanggung jawab blokk,Social,Uncorrelated
228,229,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,yesss kita hanya beda pilih dosa,Social,Pro
229,230,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,ada lagi yang di ntt tidak kalah sadisnyakohemoji,Social,Uncorrelated
230,231,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,telah scrolling sana sini dan liat video ibu korban justru minta maaf cuma harap hukum karma laku cepat,Social,Uncorrelated
231,232,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,cowo dan keluarga si yg jahat bgt,Social,Uncorrelated
232,233,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,update terkinis soal kasus kait url,Social,Uncorrelated
233,234,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,assalaamualaikumuntuk para tegak hukum tolong tunjuk kalau anda layak percaya jadi ayom masyarakat dan bagi orangtua dengar dan jaga hati dan asa anak dan kita semua ilah dukung pada orang yang teraniayajangan sibuk salah,Social,Pro
234,235,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,aku tu heran tentang kasus ke gin bisa korban yg salah trus sedang laku mau di apainn hededew,Social,Pro
235,236,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,tak perlu siapa atau bagaimana orgnya yg penting jadi manusia yg punya hati nurani dan logika untuk bisa sikap masalah ini,Social,Pro
236,237,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,dari ajar yang mahal ini benar kita bisa simpul ketika orang ada masalah apa mereka hanya butuh support bukan caci atau hina seperti salah satu dari keluarga mereka gatau rasa depresi itu ga mikir panjang itu yang pernah saya rasa,Social,Pro
237,238,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,tak lihat lukaa yang bekas tapi psikis nyaaaa hancur remuk redammm,Social,Neutral
238,239,perkosa hingga hamil tekan lalu bunuh diri bagi yang malah salah korban dengan bagai hakim tolong simpan dulu masturbasi ego ingin untuk rasa lebih suci dari orang lain sungguh amat tidak bantu,blum istirahat kog,Social,Uncorrelated
